C1,C2,C3,C4,C5
RBL6LKRMG2F45,"Not a good experience with this. Curls at the edges so looks untidy and cheap. Too small for even limited mouse movement. Padded support for me was so uncomfortable I used it upside down to avoid it, until I gave up on it altogether. On the plus side, it does work with an optical mouse better than some other surfaces, which only brings it to 3 stars narrowly.",3,2021-09-10,United Kingdom
RBMIR2RCSAX2T,"The desk is good quality for the price, but like I’ve seen in other posts, the electronics failed just at 2 years and now cannot be adjusted",3,2025-02-10,United States
RBNVBDEB6B9NC,Easy to use. Good product.,3,2025-02-09,United Kingdom
RBSADWMFXK2B7,This is a waste of money / unreliable and cheap plastic,1,2025-03-03,United Kingdom
RBWSLRNGVYO1B,"Purchased in May 2023 and used around 5 times at most.  I purchase as part of some training I was doing.  Come to use again, replaced all the batteries, charged it up and no longer works so not long lasting at all?",2,2024-07-24,United Kingdom
RBWZBYYRNYECN,Doesn't do well in long grass even on higher settings. Long grass stops the blade so I had to continuously clean it out. No roller so doesn't leave nice lines.. Not recommended.,3,2023-04-11,United Kingdom
RBXG5YESXAHAA,It’s fine but it’s too complicated to operate. However it does the work I bought it for,3,2024-05-20,United Kingdom
RBYYMZQ21SC4E,"after 3 very light uses it started leaking inside, luckily it was still under warranty and amazon has provided a replacement. Initially I purchased this to replace a K4 Eco which lasted about 7 years",2,2023-08-01,United Kingdom
RBZ6XTVQDD7U7,"Bought in may and by now (november) it's already working very poorly, slow charging and having issues connecting. It's only been in my house so hasn't been moved around a lot or damaged, very poor that it has barely lasted 6 months.",1,2024-11-16,United Kingdom
RBZMUNS443GIJ,"We have returned this item. It's nice looking...but the numbered circle to change settings wouldn't turn, no matter what we did.",2,2020-06-15,United Kingdom
RC1QSITOK6EWK,"It's sopped working just after 2 months. Shame, it was a great fast charger with a long cable. Coincidentally, it had broken just a week after the return date has expired",3,2025-02-08,United Kingdom
RC1Y9EPYGNUJW,As with many other reviews the drill stopped working after about 4 months. Don't know if it's the battery or the drill but it's totally dead.,1,2023-10-30,United Kingdom
RC7K48BA8SRG7,"The mist sprayer doesn't work. I have checked the batteries, they are good and tried emailing through Amazon contact manufacturers. It doesn't work, all it kept coming up with was data error, not happy as they cost money. So don't discard your packaging until they have been working for at least 24hrs, then you will know if they work properly or at all",1,2024-12-22,United Kingdom
RC8K7R5A9E979,Although it has a USB connection it does not charge the device so you can only use it plugged into a socket or with batteries,3,2024-03-25,United Kingdom
RC97ZXWZXPDNF,Its a good power washer and great for patios etc. but the patio accessories appears to have a strip brush attached to it in all the images and mine has arrived without one - it sounds like im dragging my bin without its wheels up my driveway.,3,2021-07-09,United Kingdom
RC9S24WK17RI,Unfortunately front right wheel fell off during second cutting and won't stay on. Flimsy/plastic mower. Pity as it was easy to assemble and manoevre/handle as it is a lightweight mower (ideal for small gardens). You get what you pay for I guess.,1,2023-08-30,United Kingdom
RCCRHNK9ZWS4T,"I bought this as i was finding the Netfisk Power washer i had difficult to change the attachments and the Karcher looked alot easier to change, so i bought this back in the January sales. I finally got to use it this weekend and found it as useful as a chocolate teapot. I didn't make a mark when trying to clean my patio area no matter which setting i used, which attachment i used so went back to my old pressure washer and patio is now clean and looking fresh again. I you want a good reliable pressure washer then forget Karcher and buy a Netfisk make, its alot better and has 10x more powerful. This is £119 wasted and they won't allow me to return it.",1,2024-03-17,United Kingdom
RCH0U9C5X0LZV,I purchased a flymo lawnmower on the 10 of July l noticed it has got very very noisy in the last 2 weeks can someone call me to discuss this problem,2,2023-08-14,United Kingdom
RCI6SQRGBROSS,"Would have given this 5 stars but I think the remote was faulty,  the volume button wouldn't work, but customer service was excellent and are sending me out another remote",3,2025-04-17,United Kingdom
RCJE3KIB03Y3F,I like Ryobi gear and their customer service I have found is second to none. I just find this awkward to use and a bit heavy. Im a big guy and I would think stronger than average but it is certainly quite tiring to use.That said it is well made and does a good job.,3,2023-01-21,United Kingdom
RCK2H6UEHEMS4,"I bought this item for my daughter, not knowing that it is only suitable for adults. This should be mentioned in the promotional material. It seemed to work well at first but it transpired that it was not reliable.",1,2024-12-20,United Kingdom
RCK3OYAA5ELYE,"Although the cables are of a good quality, i have to say that the advert was a bit missleading.In the add it states ""LED Lights-on ""Says Your Device Is Receiving Power""This is NOT the case, the light is on when it is plugged in to a power supply, so in reality it is on constantly and NOT when the device is ""reciving power""If you have a faulty charge port, you would not know if it was charging or not, as the light is on constantly.",3,2024-11-10,United Kingdom
RCLU8G3HMNXYN,Had for 35 days and now the apps will not work and tv keeps going blank tried uninstall ingrown and re installed all apps and nothing has helped tv is now useless. Was a birthday present for son. Now it's useless. Extremely disappointed,1,2025-03-18,United Kingdom
RCNTBBSOSBECP,"Didn't work, tried other batteries still no luck.",1,2024-07-04,United Kingdom
RCPHCMRFU5N5C,Worked great and was a fast charger but after a year my battery started going down while I was using my phone if the battery was 90%+,3,2024-10-01,United Kingdom
RCRU0LLTOKT7Q,"Using 1 finger and minimal force..... I can shake the crap out out this desk. Its very unstable and not worth the savings vs a more reputable brand. What a disappointment!I even bought a stabilizer bar, replaced all screws with better ones. The problem is in the legs. Theres too much slack",1,2022-06-25,United States
RCTDXVJKXMJ97,Every single box leaking no good at all,1,2023-11-23,United Kingdom
RCTGXJAYA8IMY,Used once and now it doesn't work. Tried to contacts company for a return and heard nothing.,1,2023-11-16,United Kingdom
RCTYG438QKSC8,"Item arrived with the box damaged.  Driver had intentionally placed box with the damage facing away from me so that I did not see it.TV appears to be undamaged, thankfully.  Will update this in 1 month.TV is extremely poor build quality.  Yes its cheap but £30 for another brand and build quality is 10x better.  You get what you pay for.Picture seems fine alot of 42/42 inch tvs are not FHD (full HD 1920x1080P) and are infact 1368x738.  This does appear to be as advertised 1920x1080P.Sound appears fine despite other reviews stating its tinny.Remote feels really cheaply made as well.  It's been installed 5 minutes.Will update in a month to advise if its been fine or if its been returned.",3,2023-07-04,United Kingdom
RCU653YM7AN3W,I’ve always enjoyed this fragrance.But this latest batch was off the mark.It doesn’t last as long as it once did and appears watered down,2,2024-06-27,United States
RCV1MBZ0ACM7E,"I have no idea if its accurate, I do three tests each after the other and get three totally different readings.  I dont have much faith in the accuracy of it if I am honest.I raised this issue with the seller, and they offered me a full refund and said I could keep the product.  Cannot fault them for customer services this is 5 star.",3,2023-08-29,United Kingdom
